naca code,wu1,wu2,wu3,wl1,wl2,wl3,m,p,t,cl,cd,cdp,cm,top_xtr,bot_xtr
NACA 01026,0.2,0.4,0.0,-0.4,-0.4,-0.4,0,10,26,-0.4231,0.0087,0.0031,0.0822,0.5343,0.5275
NACA 01025,0.2,0.4,0.0,-0.4,-0.4,-0.2,0,10,25,-0.2953,0.0088,0.003,0.0389,0.5311,0.4404
NACA 01024,0.2,0.4,0.0,-0.4,-0.4,0.0,0,10,24,-0.1153,0.0086,0.0029,-0.0135,0.5288,0.3951
NACA 1824,0.2,0.4,0.0,-0.4,-0.4,0.2,1,8,24,0.0723,0.0086,0.0031,-0.0652,0.526,0.3643
NACA 01022,0.2,0.4,0.0,-0.4,-0.2,-0.4,0,10,22,-0.2685,0.0094,0.0031,0.0526,0.5322,0.3378
NACA 0522,0.2,0.4,0.0,-0.4,-0.2,-0.2,0,5,22,-0.1501,0.0089,0.0027,0.0116,0.5316,0.3101
NACA 1621,0.2,0.4,0.0,-0.4,-0.2,0.0,1,6,21,0.0312,0.0086,0.0026,-0.0408,0.5281,0.2958
NACA 2621,0.2,0.4,0.0,-0.4,-0.2,0.2,2,6,21,0.2206,0.0085,0.0028,-0.0926,0.5245,0.2846
NACA 1419,0.2,0.4,0.0,-0.4,0.0,-0.4,1,4,19,-0.144,0.0098,0.003,0.0287,0.5323,0.2018
NACA 2519,0.2,0.4,0.0,-0.4,0.0,-0.2,2,5,19,-0.0183,0.0091,0.0026,-0.0134,0.5309,0.2032
NACA 3518,0.2,0.4,0.0,-0.4,0.0,0.0,3,5,18,0.1628,0.0087,0.0025,-0.0653,0.5276,0.2064
NACA 3417,0.2,0.4,0.0,-0.4,0.2,-0.4,3,4,17,-0.0316,0.0098,0.0031,0.0067,0.5326,0.1478
NACA 4516,0.2,0.4,0.0,-0.4,0.2,-0.2,4,5,16,0.1004,0.0093,0.0028,-0.0361,0.5291,0.1501
NACA 4516,0.2,0.4,0.0,-0.4,0.2,0.0,4,5,16,0.2801,0.0089,0.0028,-0.0872,0.5261,0.1548
NACA 5516,0.2,0.4,0.0,-0.4,0.2,0.2,5,5,16,0.461,0.0089,0.0031,-0.1359,0.5231,0.1578
NACA 01021,0.2,0.4,0.0,-0.2,-0.4,-0.2,0,10,21,-0.1996,0.0074,0.0021,0.0579,0.5363,0.6119
NACA 0021,0.2,0.4,0.0,-0.2,-0.4,0.0,0,0,21,0.0,0.0075,0.002,-0.0,0.5329,0.5329
NACA 1720,0.2,0.4,0.0,-0.2,-0.4,0.2,1,7,20,0.202,0.0076,0.0022,-0.0561,0.5292,0.4767
NACA 1319,0.2,0.4,0.0,-0.2,-0.2,-0.4,1,3,19,-0.2662,0.0064,0.0022,0.0921,0.5394,0.8508
NACA 1318,0.2,0.4,0.0,-0.2,-0.2,-0.2,1,3,18,-0.0668,0.0066,0.0017,0.0319,0.5356,0.6729
NACA 2417,0.2,0.4,0.0,-0.2,-0.2,0.0,2,4,17,0.1398,0.0072,0.0017,-0.0269,0.5317,0.4944
NACA 3315,0.2,0.4,0.0,-0.2,0.0,-0.4,3,3,15,-0.0289,0.0088,0.0023,0.0425,0.5368,0.2682
NACA 3415,0.2,0.4,0.0,-0.2,0.0,-0.2,3,4,15,0.0793,0.0081,0.0018,0.0037,0.5342,0.2665
NACA 4414,0.2,0.4,0.0,-0.2,0.0,0.0,4,4,14,0.2655,0.0077,0.0016,-0.0507,0.5314,0.2728
NACA 4514,0.2,0.4,0.0,-0.2,0.0,0.2,4,5,14,0.4601,0.0077,0.0018,-0.1045,0.527,0.2739
NACA 4412,0.2,0.4,0.0,-0.2,0.2,-0.4,4,4,12,0.0943,0.0091,0.0024,0.0173,0.5362,0.1334
NACA 5412,0.2,0.4,0.0,-0.2,0.2,-0.2,5,4,12,0.1968,0.0084,0.0019,-0.0196,0.534,0.1403
NACA 5411,0.2,0.4,0.0,-0.2,0.2,0.0,5,4,11,0.3771,0.008,0.0018,-0.0722,0.5301,0.152
NACA 6511,0.2,0.4,0.0,-0.2,0.2,0.2,6,5,11,0.5653,0.008,0.002,-0.1243,0.5267,0.1637
NACA 01027,0.2,0.4,0.2,-0.4,-0.4,-0.4,0,10,27,-0.1779,0.0085,0.0031,0.0157,0.6114,0.5355
NACA 01026,0.2,0.4,0.2,-0.4,-0.4,-0.2,0,10,26,-0.0888,0.0086,0.003,-0.0188,0.6102,0.4477
NACA 1825,0.2,0.4,0.2,-0.4,-0.4,0.0,1,8,25,0.087,0.0085,0.0029,-0.0703,0.6078,0.4009
NACA 2724,0.2,0.4,0.2,-0.4,-0.4,0.2,2,7,24,0.275,0.0085,0.0031,-0.122,0.6053,0.3694
NACA 0523,0.2,0.4,0.2,-0.4,-0.2,-0.4,0,5,23,-0.0258,0.009,0.003,-0.0139,0.6117,0.3612
NACA 1622,0.2,0.4,0.2,-0.4,-0.2,-0.2,1,6,22,0.0562,0.0086,0.0027,-0.0466,0.6097,0.3228
NACA 2622,0.2,0.4,0.2,-0.4,-0.2,0.0,2,6,22,0.2356,0.0084,0.0026,-0.0985,0.608,0.3036
NACA 3721,0.2,0.4,0.2,-0.4,-0.2,0.2,3,7,21,0.4264,0.0084,0.0028,-0.1505,0.6054,0.2913
NACA 2520,0.2,0.4,0.2,-0.4,0.0,-0.4,2,5,20,0.0869,0.0094,0.0029,-0.0356,0.6116,0.2119
NACA 3519,0.2,0.4,0.2,-0.4,0.0,-0.2,3,5,19,0.1894,0.0089,0.0026,-0.0722,0.6096,0.2103
NACA 4619,0.2,0.4,0.2,-0.4,0.0,0.0,4,6,19,0.3688,0.0085,0.0025,-0.1237,0.6076,0.2138
NACA 5618,0.2,0.4,0.2,-0.4,0.0,0.2,5,6,18,0.558,0.0084,0.0028,-0.1749,0.6056,0.2146
NACA 4517,0.2,0.4,0.2,-0.4,0.2,-0.4,4,5,17,0.1937,0.0095,0.003,-0.0566,0.6105,0.1535
NACA 4517,0.2,0.4,0.2,-0.4,0.2,-0.2,4,5,17,0.3088,0.009,0.0028,-0.0953,0.6096,0.1551
NACA 5516,0.2,0.4,0.2,-0.4,0.2,0.0,5,5,16,0.4877,0.0086,0.0027,-0.1462,0.6077,0.16
NACA 6616,0.2,0.4,0.2,-0.4,0.2,0.2,6,6,16,0.6725,0.0086,0.003,-0.196,0.605,0.1636
NACA 01024,0.2,0.4,0.2,-0.2,-0.4,-0.4,0,10,24,-0.1648,0.0075,0.0024,0.052,0.6156,0.7058
NACA 0023,0.2,0.4,0.2,-0.2,-0.4,-0.2,0,0,23,-0.0,0.0074,0.0022,0.0,0.6141,0.614
NACA 1721,0.2,0.4,0.2,-0.2,-0.4,0.0,1,7,21,0.1997,0.0074,0.0021,-0.0579,0.6119,0.5363
NACA 2721,0.2,0.4,0.2,-0.2,-0.4,0.2,2,7,21,0.4047,0.0075,0.0022,-0.1147,0.6095,0.4805
NACA 1320,0.2,0.4,0.2,-0.2,-0.2,-0.4,1,3,20,-0.0698,0.0066,0.0023,0.0346,0.6163,0.8494
NACA 2419,0.2,0.4,0.2,-0.2,-0.2,-0.2,2,4,19,0.1304,0.0066,0.0018,-0.0258,0.6139,0.687
NACA 3518,0.2,0.4,0.2,-0.2,-0.2,0.0,3,5,18,0.3408,0.0071,0.0018,-0.0855,0.6115,0.5076
NACA 4617,0.2,0.4,0.2,-0.2,-0.2,0.2,4,6,17,0.546,0.0073,0.0019,-0.142,0.6094,0.4324
NACA 3416,0.2,0.4,0.2,-0.2,0.0,-0.4,3,4,16,0.2101,0.0082,0.0022,-0.0258,0.6152,0.3468
NACA 4415,0.2,0.4,0.2,-0.2,0.0,-0.2,4,4,15,0.2855,0.0079,0.0018,-0.0565,0.6135,0.3017
NACA 4515,0.2,0.4,0.2,-0.2,0.0,0.0,4,5,15,0.4692,0.0075,0.0017,-0.1103,0.6111,0.2975
NACA 5514,0.2,0.4,0.2,-0.2,0.0,0.2,5,5,14,0.6676,0.0074,0.0018,-0.1651,0.6091,0.2924
NACA 5413,0.2,0.4,0.2,-0.2,0.2,-0.4,5,4,13,0.3383,0.0087,0.0022,-0.0523,0.6149,0.1484
NACA 5412,0.2,0.4,0.2,-0.2,0.2,-0.2,5,4,12,0.4063,0.0082,0.0019,-0.0808,0.6135,0.1528
NACA 6512,0.2,0.4,0.2,-0.2,0.2,0.0,6,5,12,0.5834,0.0078,0.0018,-0.1326,0.6112,0.1654
NACA 7511,0.2,0.4,0.2,-0.2,0.2,0.2,7,5,11,0.7743,0.0077,0.0019,-0.1854,0.609,0.1776
NACA 01028,0.2,0.4,0.4,-0.4,-0.4,-0.4,0,10,28,0.0258,0.0086,0.0035,-0.0441,0.7052,0.5434
NACA 1827,0.2,0.4,0.4,-0.4,-0.4,-0.2,1,8,27,0.079,0.0085,0.0032,-0.0704,0.7034,0.4541
NACA 2726,0.2,0.4,0.4,-0.4,-0.4,0.0,2,7,26,0.2627,0.0084,0.0032,-0.1235,0.7037,0.4046
NACA 4725,0.2,0.4,0.4,-0.4,-0.4,0.2,4,7,25,0.4599,0.0084,0.0033,-0.1775,0.7052,0.3745
NACA 1624,0.2,0.4,0.4,-0.4,-0.2,-0.4,1,6,24,0.1847,0.0089,0.0032,-0.0757,0.7064,0.3821
NACA 2623,0.2,0.4,0.4,-0.4,-0.2,-0.2,2,6,23,0.2297,0.0085,0.0029,-0.0998,0.7045,0.3322
NACA 3722,0.2,0.4,0.4,-0.4,-0.2,0.0,3,7,22,0.4157,0.0083,0.0028,-0.1532,0.7053,0.3126
NACA 5722,0.2,0.4,0.4,-0.4,-0.2,0.2,5,7,22,0.6166,0.0082,0.003,-0.2076,0.706,0.2996
NACA 3521,0.2,0.4,0.4,-0.4,0.0,-0.4,3,5,21,0.2979,0.0092,0.0031,-0.0978,0.7067,0.221
NACA 4620,0.2,0.4,0.4,-0.4,0.0,-0.2,4,6,20,0.3675,0.0087,0.0028,-0.1267,0.7055,0.2177
NACA 5619,0.2,0.4,0.4,-0.4,0.0,0.0,5,6,19,0.5539,0.0083,0.0027,-0.1799,0.7064,0.2201
NACA 6619,0.2,0.4,0.4,-0.4,0.0,0.2,6,6,19,0.7521,0.0083,0.003,-0.2333,0.7069,0.2208
NACA 4517,0.2,0.4,0.4,-0.4,0.2,-0.4,4,5,17,0.3956,0.0093,0.0032,-0.117,0.7061,0.1587
NACA 5517,0.2,0.4,0.4,-0.4,0.2,-0.2,5,5,17,0.491,0.0088,0.0029,-0.1511,0.706,0.1602
NACA 6617,0.2,0.4,0.4,-0.4,0.2,0.0,6,6,17,0.6765,0.0085,0.0029,-0.2035,0.7068,0.1648
NACA 7616,0.2,0.4,0.4,-0.4,0.2,0.2,7,6,16,0.8701,0.0084,0.0032,-0.2555,0.7085,0.1677
NACA 0025,0.2,0.4,0.4,-0.2,-0.4,-0.4,0,0,25,-0.0,0.0076,0.0028,0.0,0.7059,0.7059
NACA 1724,0.2,0.4,0.4,-0.2,-0.4,-0.2,1,7,24,0.1651,0.0075,0.0024,-0.0521,0.7058,0.6156
NACA 4721,0.2,0.4,0.4,-0.2,-0.4,0.2,4,7,21,0.5901,0.0075,0.0025,-0.1718,0.7087,0.484
NACA 2421,0.2,0.4,0.4,-0.2,-0.2,-0.4,2,4,21,0.0889,0.0068,0.0027,-0.0159,0.7061,0.8513
NACA 3520,0.2,0.4,0.4,-0.2,-0.2,-0.2,3,5,20,0.2957,0.0066,0.0021,-0.0782,0.7071,0.6962
NACA 4619,0.2,0.4,0.4,-0.2,-0.2,0.0,4,6,19,0.5205,0.0071,0.0021,-0.1415,0.7084,0.518
NACA 5618,0.2,0.4,0.4,-0.2,-0.2,0.2,5,6,18,0.7358,0.0073,0.0022,-0.2005,0.7098,0.4404
NACA 4418,0.2,0.4,0.4,-0.2,0.0,-0.4,4,4,18,0.363,0.0071,0.0023,-0.0771,0.7092,0.6494
NACA 4516,0.2,0.4,0.4,-0.2,0.0,-0.2,4,5,16,0.4642,0.0077,0.0021,-0.1127,0.7087,0.3365
NACA 6615,0.2,0.4,0.4,-0.2,0.0,0.2,6,6,15,0.8614,0.0074,0.0021,-0.2249,0.7109,0.3082
NACA 5414,0.2,0.4,0.4,-0.2,0.2,-0.4,5,4,14,0.5578,0.0086,0.0025,-0.1187,0.7114,0.1625
NACA 6513,0.2,0.4,0.4,-0.2,0.2,-0.2,6,5,13,0.5924,0.0081,0.0021,-0.139,0.7092,0.1642
NACA 8512,0.2,0.4,0.4,-0.2,0.2,0.2,8,5,12,0.9713,0.0076,0.0022,-0.2464,0.712,0.1895
NACA 01024,0.4,0.0,0.0,-0.4,-0.4,-0.4,0,10,24,-0.6132,0.0099,0.0036,0.1511,0.2103,0.5166
NACA 01023,0.4,0.0,0.0,-0.4,-0.4,-0.2,0,10,23,-0.4691,0.0099,0.0034,0.1047,0.2074,0.4333
NACA 01023,0.4,0.0,0.0,-0.4,-0.4,0.0,0,10,23,-0.2814,0.0099,0.0034,0.0513,0.201,0.3887
NACA 0923,0.4,0.0,0.0,-0.4,-0.4,0.2,0,9,23,-0.0898,0.0101,0.0037,-0.0006,0.1946,0.3595
NACA 01021,0.4,0.0,0.0,-0.4,-0.2,-0.4,0,10,21,-0.4551,0.0108,0.0036,0.1215,0.21,0.3165
NACA 01021,0.4,0.0,0.0,-0.4,-0.2,-0.2,0,10,21,-0.3212,0.0102,0.0032,0.0773,0.206,0.2967
NACA 01021,0.4,0.0,0.0,-0.4,-0.2,0.0,0,10,21,-0.1331,0.01,0.0032,0.0242,0.1989,0.2857
NACA 1921,0.4,0.0,0.0,-0.4,-0.2,0.2,1,9,21,0.0588,0.0101,0.0036,-0.0269,0.1933,0.2761
NACA 01019,0.4,0.0,0.0,-0.4,0.0,-0.4,0,10,19,-0.3271,0.0112,0.0036,0.0973,0.209,0.1909
NACA 01019,0.4,0.0,0.0,-0.4,0.0,-0.2,0,10,19,-0.1876,0.0105,0.0032,0.0525,0.2045,0.1946
NACA 0019,0.4,0.0,0.0,-0.4,0.0,0.0,0,0,19,-0.0,0.0102,0.0032,0.0,0.1982,0.1982
NACA 1318,0.4,0.0,0.0,-0.4,0.2,-0.4,1,3,18,-0.212,0.0113,0.0038,0.0751,0.2081,0.1416
NACA 1318,0.4,0.0,0.0,-0.4,0.2,-0.2,1,3,18,-0.0671,0.0108,0.0035,0.0299,0.2033,0.1449
NACA 2418,0.4,0.0,0.0,-0.4,0.2,0.0,2,4,18,0.1301,0.012,0.0056,-0.026,0.1962,0.1488
NACA 3518,0.4,0.0,0.0,-0.4,0.2,0.2,3,5,18,0.3051,0.0108,0.004,-0.071,0.1909,0.152
NACA 1019,0.4,0.0,0.0,-0.2,-0.4,-0.4,1,0,19,-0.5536,0.0083,0.0027,0.1798,0.2201,0.7064
NACA 2019,0.4,0.0,0.0,-0.2,-0.4,-0.2,2,0,19,-0.3688,0.0085,0.0025,0.1237,0.2138,0.6076
NACA 2118,0.4,0.0,0.0,-0.2,-0.4,0.0,2,1,18,-0.1628,0.0087,0.0025,0.0653,0.2064,0.5276
NACA 2118,0.4,0.0,0.0,-0.2,-0.4,0.2,2,1,18,0.0435,0.009,0.0028,0.0092,0.1994,0.4713
NACA 2117,0.4,0.0,0.0,-0.2,-0.2,-0.4,2,1,17,-0.4403,0.0073,0.0024,0.1586,0.2201,0.8467
NACA 2116,0.4,0.0,0.0,-0.2,-0.2,-0.2,2,1,16,-0.2314,0.0078,0.0022,0.0973,0.2127,0.6434
NACA 2116,0.4,0.0,0.0,-0.2,-0.2,0.0,2,1,16,-0.0213,0.0085,0.0023,0.0386,0.2051,0.4757
NACA 2116,0.4,0.0,0.0,-0.2,-0.2,0.2,2,1,16,0.1835,0.0089,0.0026,-0.0167,0.1978,0.4089
NACA 2115,0.4,0.0,0.0,-0.2,0.0,-0.4,2,1,15,-0.2142,0.0104,0.003,0.113,0.2133,0.2128
NACA 2114,0.4,0.0,0.0,-0.2,0.0,0.0,2,1,14,0.1053,0.0092,0.0023,0.0153,0.2037,0.2419
NACA 3213,0.4,0.0,0.0,-0.2,0.2,-0.4,3,2,13,-0.0933,0.0106,0.0031,0.0888,0.2133,0.1165
NACA 3213,0.4,0.0,0.0,-0.2,0.2,-0.2,3,2,13,0.0312,0.0099,0.0026,0.0472,0.2084,0.124
NACA 4313,0.4,0.0,0.0,-0.2,0.2,0.0,4,3,13,0.218,0.0096,0.0025,-0.0059,0.2025,0.1362
NACA 4313,0.4,0.0,0.0,-0.2,0.2,0.2,4,3,13,0.4109,0.0098,0.0029,-0.0582,0.1957,0.1487
NACA 01024,0.4,0.0,0.2,-0.4,-0.4,-0.4,0,10,24,-0.4053,0.0101,0.0035,0.0948,0.2079,0.525
NACA 01024,0.4,0.0,0.2,-0.4,-0.4,-0.2,0,10,24,-0.2844,0.0102,0.0034,0.0535,0.204,0.4397
NACA 0923,0.4,0.0,0.2,-0.4,-0.4,0.0,0,9,23,-0.0979,0.0102,0.0035,0.0004,0.1979,0.394
NACA 1923,0.4,0.0,0.2,-0.4,-0.4,0.2,1,9,23,0.0962,0.0105,0.0038,-0.0519,0.1905,0.3639
NACA 01021,0.4,0.0,0.2,-0.4,-0.2,-0.4,0,10,21,-0.2472,0.0108,0.0035,0.0647,0.2054,0.3347
NACA 01021,0.4,0.0,0.2,-0.4,-0.2,-0.2,0,10,21,-0.1348,0.0105,0.0032,0.0254,0.2024,0.3059
NACA 1921,0.4,0.0,0.2,-0.4,-0.2,0.0,1,9,21,0.0525,0.0103,0.0032,-0.0275,0.1962,0.2934
NACA 2821,0.4,0.0,0.2,-0.4,-0.2,0.2,2,8,21,0.2489,0.0105,0.0036,-0.0798,0.1892,0.2832
NACA 01020,0.4,0.0,0.2,-0.4,0.0,-0.4,0,10,20,-0.1236,0.0113,0.0035,0.0411,0.2042,0.1992
NACA 0019,0.4,0.0,0.2,-0.4,0.0,-0.2,0,0,19,0.0,0.0107,0.0032,-0.0,0.2014,0.2013
NACA 1719,0.4,0.0,0.2,-0.4,0.0,0.0,1,7,19,0.1876,0.0105,0.0032,-0.0525,0.1947,0.2045
NACA 2719,0.4,0.0,0.2,-0.4,0.0,0.2,2,7,19,0.3816,0.0107,0.0036,-0.1039,0.1864,0.2069
NACA 1318,0.4,0.0,0.2,-0.4,0.2,-0.4,1,3,18,-0.0114,0.0114,0.0036,0.0193,0.2032,0.1464
NACA 2418,0.4,0.0,0.2,-0.4,0.2,-0.2,2,4,18,0.1216,0.0109,0.0034,-0.0231,0.1999,0.1493
NACA 3518,0.4,0.0,0.2,-0.4,0.2,0.0,3,5,18,0.3078,0.0109,0.0036,-0.0747,0.1922,0.1527
NACA 4618,0.4,0.0,0.2,-0.4,0.2,0.2,4,6,18,0.4967,0.011,0.004,-0.1245,0.1864,0.1564
NACA 2020,0.4,0.0,0.2,-0.2,-0.4,-0.4,2,0,20,-0.3674,0.0087,0.0028,0.1267,0.2177,0.7054
NACA 2119,0.4,0.0,0.2,-0.2,-0.4,-0.2,2,1,19,-0.1894,0.0089,0.0026,0.0722,0.2103,0.6096
NACA 2119,0.4,0.0,0.2,-0.2,-0.4,0.0,2,1,19,0.0184,0.0091,0.0026,0.0134,0.2032,0.5309
NACA 2118,0.4,0.0,0.2,-0.2,-0.4,0.2,2,1,18,0.2284,0.0095,0.0029,-0.0435,0.195,0.4747
NACA 2117,0.4,0.0,0.2,-0.2,-0.2,-0.4,2,1,17,-0.2617,0.0077,0.0025,0.1071,0.2184,0.8463
NACA 2117,0.4,0.0,0.2,-0.2,-0.2,-0.2,2,1,17,-0.0532,0.0082,0.0022,0.0457,0.2093,0.6628
NACA 2116,0.4,0.0,0.2,-0.2,-0.2,0.0,2,1,16,0.1618,0.0089,0.0024,-0.0141,0.2018,0.4889
NACA 2116,0.4,0.0,0.2,-0.2,-0.2,0.2,2,1,16,0.3712,0.0093,0.0027,-0.0704,0.1927,0.4191
NACA 2115,0.4,0.0,0.2,-0.2,0.0,-0.4,2,1,15,0.0045,0.0102,0.0028,0.0517,0.2105,0.253
NACA 2115,0.4,0.0,0.2,-0.2,0.0,-0.2,2,1,15,0.1004,0.0097,0.0024,0.0161,0.2077,0.2515
NACA 2214,0.4,0.0,0.2,-0.2,0.0,0.0,2,2,14,0.2915,0.0095,0.0024,-0.0385,0.1992,0.2627
NACA 3614,0.4,0.0,0.2,-0.2,0.0,0.2,3,6,14,0.494,0.0096,0.0026,-0.0931,0.1929,0.2675
NACA 3213,0.4,0.0,0.2,-0.2,0.2,-0.4,3,2,13,0.1276,0.0106,0.0029,0.0267,0.2071,0.1286
NACA 4313,0.4,0.0,0.2,-0.2,0.2,-0.2,4,3,13,0.221,0.0101,0.0026,-0.0076,0.2061,0.1348
NACA 4313,0.4,0.0,0.2,-0.2,0.2,0.0,4,3,13,0.4066,0.0099,0.0025,-0.0605,0.1989,0.1471
NACA 4513,0.4,0.0,0.2,-0.2,0.2,0.2,4,5,13,0.6042,0.0106,0.0038,-0.1146,0.1917,0.1589
NACA 01024,0.4,0.0,0.4,-0.4,-0.4,-0.4,0,10,24,-0.3023,0.0108,0.004,0.0587,0.2081,0.5277
NACA 0924,0.4,0.0,0.4,-0.4,-0.4,-0.2,0,9,24,-0.1801,0.0107,0.0037,0.0171,0.2024,0.4421
NACA 1924,0.4,0.0,0.4,-0.4,-0.4,0.0,1,9,24,0.026,0.0109,0.0038,-0.0403,0.1961,0.3953
NACA 2823,0.4,0.0,0.4,-0.4,-0.4,0.2,2,8,23,0.2363,0.0112,0.0042,-0.0962,0.1884,0.3668
NACA 01022,0.4,0.0,0.4,-0.4,-0.2,-0.4,0,10,22,-0.1285,0.0115,0.004,0.0248,0.2041,0.3436
NACA 1921,0.4,0.0,0.4,-0.4,-0.2,-0.2,1,9,21,-0.0204,0.011,0.0035,-0.0135,0.2006,0.3131
NACA 2821,0.4,0.0,0.4,-0.4,-0.2,0.0,2,8,21,0.1854,0.0109,0.0036,-0.0706,0.194,0.2994
NACA 3821,0.4,0.0,0.4,-0.4,-0.2,0.2,3,8,21,0.3972,0.0113,0.0041,-0.1264,0.1846,0.2891
NACA 0020,0.4,0.0,0.4,-0.4,0.0,-0.4,0,0,20,-0.0,0.0119,0.0039,0.0,0.2034,0.2034
NACA 1720,0.4,0.0,0.4,-0.4,0.0,-0.2,1,7,20,0.1239,0.0113,0.0035,-0.0412,0.1992,0.2042
NACA 2719,0.4,0.0,0.4,-0.4,0.0,0.0,2,7,19,0.3276,0.0112,0.0036,-0.0974,0.1909,0.209
NACA 4719,0.4,0.0,0.4,-0.4,0.0,0.2,4,7,19,0.5359,0.0115,0.0041,-0.1519,0.1842,0.2102
NACA 2418,0.4,0.0,0.4,-0.4,0.2,-0.4,2,4,18,0.1155,0.012,0.004,-0.0227,0.2021,0.1484
NACA 3518,0.4,0.0,0.4,-0.4,0.2,-0.2,3,5,18,0.2525,0.0115,0.0037,-0.066,0.1975,0.1514
NACA 4618,0.4,0.0,0.4,-0.4,0.2,0.0,4,6,18,0.4541,0.0115,0.0039,-0.1212,0.1902,0.1564
NACA 5618,0.4,0.0,0.4,-0.4,0.2,0.2,5,6,18,0.6564,0.0119,0.0045,-0.1741,0.1813,0.1607
NACA 2121,0.4,0.0,0.4,-0.2,-0.4,-0.4,2,1,21,-0.2975,0.0092,0.0031,0.0977,0.221,0.7067
NACA 2120,0.4,0.0,0.4,-0.2,-0.4,-0.2,2,1,20,-0.0862,0.0094,0.0029,0.0354,0.2119,0.6116
NACA 2119,0.4,0.0,0.4,-0.2,-0.4,0.0,2,1,19,0.1449,0.0098,0.003,-0.0289,0.2017,0.5323
NACA 2819,0.4,0.0,0.4,-0.2,-0.4,0.2,2,8,19,0.3721,0.0102,0.0034,-0.0899,0.1929,0.478
NACA 2117,0.4,0.0,0.4,-0.2,-0.2,-0.4,2,1,17,-0.1839,0.0083,0.0029,0.0762,0.2203,0.8491
NACA 2117,0.4,0.0,0.4,-0.2,-0.2,-0.2,2,1,17,0.0587,0.0088,0.0026,0.0067,0.2102,0.6724
NACA 2117,0.4,0.0,0.4,-0.2,-0.2,0.0,2,1,17,0.2962,0.0096,0.0028,-0.0585,0.199,0.4975
NACA 3816,0.4,0.0,0.4,-0.2,-0.2,0.2,3,8,16,0.5215,0.0102,0.0032,-0.1186,0.191,0.4249
NACA 2115,0.4,0.0,0.4,-0.2,0.0,-0.4,2,1,15,0.1457,0.0109,0.0033,0.0055,0.2084,0.2818
NACA 2215,0.4,0.0,0.4,-0.2,0.0,-0.2,2,2,15,0.2256,0.0103,0.0028,-0.0263,0.205,0.2691
NACA 3615,0.4,0.0,0.4,-0.2,0.0,0.0,3,6,15,0.4333,0.0102,0.0028,-0.0848,0.1981,0.2781
NACA 4714,0.4,0.0,0.4,-0.2,0.0,0.2,4,7,14,0.6496,0.0105,0.0032,-0.1428,0.1888,0.2804
NACA 4313,0.4,0.0,0.4,-0.2,0.2,-0.4,4,3,13,0.2813,0.0113,0.0034,-0.0226,0.2063,0.1368
NACA 4313,0.4,0.0,0.4,-0.2,0.2,-0.2,4,3,13,0.3551,0.0107,0.0029,-0.0523,0.2042,0.1415
NACA 4513,0.4,0.0,0.4,-0.2,0.2,0.0,4,5,13,0.5537,0.0106,0.003,-0.1084,0.1947,0.1551
NACA 5613,0.4,0.0,0.4,-0.2,0.2,0.2,5,6,13,0.7616,0.011,0.0035,-0.1641,0.1863,0.168
NACA 01026,0.4,0.2,0.0,-0.4,-0.4,-0.4,0,10,26,-0.4668,0.0097,0.0036,0.1235,0.3019,0.519
