naca code,wu1,wu2,wu3,wl1,wl2,wl3,m,p,t,cl,cd,cdp,cm,top_xtr,bot_xtr
NACA 01026,0.4,0.2,0.0,-0.4,-0.4,-0.2,0,10,26,-0.3328,0.0098,0.0034,0.0795,0.298,0.4344
NACA 01025,0.4,0.2,0.0,-0.4,-0.4,0.0,0,10,25,-0.1483,0.0098,0.0034,0.0271,0.2898,0.3897
NACA 1925,0.4,0.2,0.0,-0.4,-0.4,0.2,1,9,25,0.0431,0.0099,0.0037,-0.0244,0.2817,0.3607
NACA 01024,0.4,0.2,0.0,-0.4,-0.2,-0.4,0,10,24,-0.3102,0.0105,0.0036,0.0942,0.3007,0.3224
NACA 01023,0.4,0.2,0.0,-0.4,-0.2,-0.2,0,10,23,-0.1856,0.0101,0.0032,0.0523,0.2959,0.2987
NACA 0023,0.4,0.2,0.0,-0.4,-0.2,0.0,0,0,23,0.0,0.0099,0.0032,-0.0,0.2864,0.2864
NACA 1723,0.4,0.2,0.0,-0.4,-0.2,0.2,1,7,23,0.1878,0.0097,0.0036,-0.0494,0.28,0.278
NACA 1321,0.4,0.2,0.0,-0.4,0.0,-0.4,1,3,21,-0.1847,0.0109,0.0036,0.0704,0.2994,0.194
NACA 1321,0.4,0.2,0.0,-0.4,0.0,-0.2,1,3,21,-0.0524,0.0103,0.0032,0.0275,0.2934,0.1962
NACA 2421,0.4,0.2,0.0,-0.4,0.0,0.0,2,4,21,0.1331,0.01,0.0032,-0.0242,0.2856,0.1989
NACA 3521,0.4,0.2,0.0,-0.4,0.0,0.2,3,5,21,0.3234,0.0101,0.0035,-0.0746,0.2777,0.2022
NACA 3319,0.4,0.2,0.0,-0.4,0.2,-0.4,3,3,19,-0.0715,0.0111,0.0038,0.0487,0.2979,0.1427
NACA 3419,0.4,0.2,0.0,-0.4,0.2,-0.2,3,4,19,0.0677,0.0105,0.0035,0.005,0.2922,0.1457
NACA 4419,0.4,0.2,0.0,-0.4,0.2,0.0,4,4,19,0.2516,0.0102,0.0035,-0.0458,0.2841,0.1498
NACA 4519,0.4,0.2,0.0,-0.4,0.2,0.2,4,5,19,0.4386,0.0105,0.0039,-0.0952,0.2762,0.1535
NACA 2122,0.4,0.2,0.0,-0.2,-0.4,-0.4,2,1,22,-0.4153,0.0083,0.0028,0.1531,0.3126,0.7053
NACA 2122,0.4,0.2,0.0,-0.2,-0.4,-0.2,2,1,22,-0.2355,0.0084,0.0026,0.0985,0.3036,0.6081
NACA 2121,0.4,0.2,0.0,-0.2,-0.4,0.0,2,1,21,-0.0312,0.0086,0.0026,0.0408,0.2958,0.528
NACA 2121,0.4,0.2,0.0,-0.2,-0.4,0.2,2,1,21,0.1747,0.0088,0.0028,-0.0149,0.2863,0.4724
NACA 2119,0.4,0.2,0.0,-0.2,-0.2,-0.4,2,1,19,-0.3053,0.0072,0.0025,0.1326,0.3128,0.8445
NACA 2119,0.4,0.2,0.0,-0.2,-0.2,-0.2,2,1,19,-0.0992,0.0077,0.0022,0.0723,0.3033,0.6474
NACA 2118,0.4,0.2,0.0,-0.2,-0.2,0.0,2,1,18,0.1103,0.0083,0.0023,0.0142,0.2937,0.4787
NACA 2218,0.4,0.2,0.0,-0.2,-0.2,0.2,2,2,18,0.3145,0.0087,0.0026,-0.0406,0.2839,0.4113
NACA 3217,0.4,0.2,0.0,-0.2,0.0,-0.4,3,2,17,-0.069,0.01,0.0029,0.0849,0.3056,0.2209
NACA 3216,0.4,0.2,0.0,-0.2,0.0,-0.2,3,2,16,0.0474,0.0094,0.0024,0.0447,0.3008,0.2306
NACA 4316,0.4,0.2,0.0,-0.2,0.0,0.0,4,3,16,0.2372,0.009,0.0023,-0.0092,0.2921,0.2454
NACA 4316,0.4,0.2,0.0,-0.2,0.0,0.2,4,3,16,0.4345,0.009,0.0026,-0.0622,0.2836,0.2536
NACA 4315,0.4,0.2,0.0,-0.2,0.2,-0.4,4,3,15,0.0512,0.0104,0.0031,0.0608,0.3023,0.1182
NACA 5314,0.4,0.2,0.0,-0.2,0.2,-0.2,5,3,14,0.1654,0.0097,0.0026,0.0218,0.2991,0.1255
NACA 5314,0.4,0.2,0.0,-0.2,0.2,0.0,5,3,14,0.35,0.0094,0.0025,-0.0304,0.2906,0.1369
NACA 6414,0.4,0.2,0.0,-0.2,0.2,0.2,6,4,14,0.5412,0.0095,0.0028,-0.0819,0.2817,0.1499
NACA 01027,0.4,0.2,0.2,-0.4,-0.4,-0.4,0,10,27,-0.2525,0.0098,0.0036,0.0653,0.317,0.5275
NACA 01026,0.4,0.2,0.2,-0.4,-0.4,-0.2,0,10,26,-0.1493,0.0099,0.0035,0.028,0.3126,0.4415
NACA 1926,0.4,0.2,0.2,-0.4,-0.4,0.0,1,9,26,0.0348,0.01,0.0035,-0.0242,0.3024,0.3953
NACA 2825,0.4,0.2,0.2,-0.4,-0.4,0.2,2,8,25,0.228,0.0103,0.0038,-0.0759,0.2909,0.3638
NACA 01024,0.4,0.2,0.2,-0.4,-0.2,-0.4,0,10,24,-0.0966,0.0105,0.0035,0.0357,0.3142,0.3403
NACA 0024,0.4,0.2,0.2,-0.4,-0.2,-0.2,0,0,24,0.0,0.0102,0.0032,-0.0,0.3092,0.3092
NACA 1723,0.4,0.2,0.2,-0.4,-0.2,0.0,1,7,23,0.1856,0.01,0.0032,-0.0523,0.2987,0.2959
NACA 2723,0.4,0.2,0.2,-0.4,-0.2,0.2,2,7,23,0.3822,0.0102,0.0035,-0.1043,0.2892,0.2856
NACA 1321,0.4,0.2,0.2,-0.4,0.0,-0.4,1,3,21,0.0209,0.011,0.0035,0.0134,0.3131,0.2006
NACA 2421,0.4,0.2,0.2,-0.4,0.0,-0.2,2,4,21,0.1348,0.0105,0.0032,-0.0254,0.3059,0.2024
NACA 3521,0.4,0.2,0.2,-0.4,0.0,0.0,3,5,21,0.3213,0.0102,0.0032,-0.0773,0.2967,0.206
NACA 4621,0.4,0.2,0.2,-0.4,0.0,0.2,4,6,21,0.515,0.0104,0.0036,-0.1283,0.2857,0.207
NACA 3420,0.4,0.2,0.2,-0.4,0.2,-0.4,3,4,20,0.13,0.0111,0.0037,-0.0077,0.3117,0.1466
NACA 4419,0.4,0.2,0.2,-0.4,0.2,-0.2,4,4,19,0.2568,0.0107,0.0034,-0.0486,0.3049,0.1493
NACA 4519,0.4,0.2,0.2,-0.4,0.2,0.0,4,5,19,0.442,0.0105,0.0035,-0.0997,0.2942,0.1542
NACA 5519,0.4,0.2,0.2,-0.4,0.2,0.2,5,5,19,0.6314,0.0106,0.0039,-0.1491,0.2839,0.1581
NACA 2123,0.4,0.2,0.2,-0.2,-0.4,-0.4,2,1,23,-0.2295,0.0085,0.0029,0.0997,0.3321,0.7044
NACA 2122,0.4,0.2,0.2,-0.2,-0.4,-0.2,2,1,22,-0.0562,0.0086,0.0027,0.0466,0.3228,0.6097
NACA 2122,0.4,0.2,0.2,-0.2,-0.4,0.0,2,1,22,0.1503,0.0089,0.0027,-0.0116,0.3101,0.5316
NACA 2121,0.4,0.2,0.2,-0.2,-0.4,0.2,2,1,21,0.3603,0.0092,0.0029,-0.0682,0.2978,0.4751
NACA 2120,0.4,0.2,0.2,-0.2,-0.2,-0.4,2,1,20,-0.1257,0.0077,0.0027,0.0805,0.332,0.8442
NACA 2119,0.4,0.2,0.2,-0.2,-0.2,-0.2,2,1,19,0.079,0.008,0.0023,0.0203,0.3206,0.6648
NACA 2219,0.4,0.2,0.2,-0.2,-0.2,0.0,2,2,19,0.2941,0.0087,0.0024,-0.0391,0.3075,0.4913
NACA 3618,0.4,0.2,0.2,-0.2,-0.2,0.2,3,6,18,0.5039,0.009,0.0027,-0.0952,0.2957,0.421
NACA 4317,0.4,0.2,0.2,-0.2,0.0,-0.2,4,3,17,0.2351,0.0095,0.0025,-0.0098,0.3159,0.2564
NACA 4316,0.4,0.2,0.2,-0.2,0.0,0.0,4,3,16,0.4247,0.0092,0.0024,-0.0637,0.3053,0.2662
NACA 4516,0.4,0.2,0.2,-0.2,0.0,0.2,4,5,16,0.6271,0.0094,0.0026,-0.118,0.293,0.2702
NACA 5315,0.4,0.2,0.2,-0.2,0.2,-0.4,5,3,15,0.277,0.0103,0.0029,-0.0027,0.317,0.1307
NACA 5315,0.4,0.2,0.2,-0.2,0.2,-0.2,5,3,15,0.3562,0.0098,0.0026,-0.0337,0.3134,0.136
NACA 6414,0.4,0.2,0.2,-0.2,0.2,0.2,6,4,14,0.7351,0.0097,0.0028,-0.1381,0.2905,0.1609
NACA 01027,0.4,0.2,0.4,-0.4,-0.4,-0.4,0,10,27,-0.1947,0.0104,0.0041,0.0383,0.3557,0.5288
NACA 1927,0.4,0.2,0.4,-0.4,-0.4,-0.2,1,9,27,-0.0709,0.0102,0.0037,-0.0035,0.3464,0.4431
NACA 2826,0.4,0.2,0.4,-0.4,-0.4,0.0,2,8,26,0.1481,0.0104,0.0038,-0.0634,0.328,0.3968
NACA 3826,0.4,0.2,0.4,-0.4,-0.4,0.2,3,8,26,0.3629,0.0108,0.0042,-0.1199,0.3108,0.3674
NACA 0024,0.4,0.2,0.4,-0.4,-0.2,-0.4,0,0,24,0.0,0.0111,0.004,-0.0,0.3469,0.3468
NACA 1724,0.4,0.2,0.4,-0.4,-0.2,-0.2,1,7,24,0.0975,0.0105,0.0035,-0.0358,0.3402,0.3143
NACA 2724,0.4,0.2,0.4,-0.4,-0.2,0.0,2,7,24,0.3111,0.0105,0.0036,-0.0943,0.3223,0.3007
NACA 4723,0.4,0.2,0.4,-0.4,-0.2,0.2,4,7,23,0.5267,0.0108,0.004,-0.1507,0.3046,0.2902
NACA 2422,0.4,0.2,0.4,-0.4,0.0,-0.4,2,4,22,0.1284,0.0115,0.004,-0.0248,0.3436,0.2041
NACA 3521,0.4,0.2,0.4,-0.4,0.0,-0.2,3,5,21,0.2476,0.0108,0.0035,-0.0648,0.3346,0.2055
NACA 4621,0.4,0.2,0.4,-0.4,0.0,0.0,4,6,21,0.4556,0.0108,0.0036,-0.1216,0.3165,0.21
NACA 5621,0.4,0.2,0.4,-0.4,0.0,0.2,5,6,21,0.6673,0.0111,0.0041,-0.1766,0.3006,0.2118
NACA 4420,0.4,0.2,0.4,-0.4,0.2,-0.4,4,4,20,0.2438,0.0116,0.004,-0.0475,0.3399,0.1492
NACA 4520,0.4,0.2,0.4,-0.4,0.2,-0.2,4,5,20,0.3789,0.0111,0.0037,-0.0902,0.3301,0.1522
NACA 5519,0.4,0.2,0.4,-0.4,0.2,0.0,5,5,19,0.5841,0.0111,0.0039,-0.1459,0.3131,0.1569
NACA 6619,0.4,0.2,0.4,-0.4,0.2,0.2,6,6,19,0.7892,0.0114,0.0044,-0.199,0.2968,0.1613
NACA 2124,0.4,0.2,0.4,-0.2,-0.4,-0.4,2,1,24,-0.1845,0.0089,0.0032,0.0757,0.3819,0.7064
NACA 2123,0.4,0.2,0.4,-0.2,-0.4,-0.2,2,1,23,0.0269,0.009,0.003,0.0137,0.361,0.6117
NACA 2122,0.4,0.2,0.4,-0.2,-0.4,0.0,2,1,22,0.2696,0.0094,0.0031,-0.0528,0.3377,0.5322
NACA 3822,0.4,0.2,0.4,-0.2,-0.4,0.2,3,8,22,0.5009,0.0099,0.0034,-0.1144,0.3189,0.4786
NACA 2121,0.4,0.2,0.4,-0.2,-0.2,-0.4,2,1,21,-0.0689,0.008,0.0031,0.0538,0.3818,0.8483
NACA 2220,0.4,0.2,0.4,-0.2,-0.2,-0.2,2,2,20,0.178,0.0084,0.0027,-0.0164,0.3553,0.6732
NACA 3619,0.4,0.2,0.4,-0.2,-0.2,0.0,3,6,19,0.4235,0.0092,0.0029,-0.083,0.3323,0.4994
NACA 4719,0.4,0.2,0.4,-0.2,-0.2,0.2,4,7,19,0.6521,0.0098,0.0032,-0.1435,0.3136,0.4272
NACA 4317,0.4,0.2,0.4,-0.2,0.0,-0.4,4,3,17,0.2874,0.0106,0.0034,-0.0228,0.3502,0.2908
NACA 4317,0.4,0.2,0.4,-0.2,0.0,-0.2,4,3,17,0.3528,0.0099,0.0028,-0.051,0.3474,0.2724
NACA 4517,0.4,0.2,0.4,-0.2,0.0,0.0,4,5,17,0.5629,0.0098,0.0029,-0.1098,0.3281,0.281
NACA 5616,0.4,0.2,0.4,-0.2,0.0,0.2,5,6,16,0.7815,0.0101,0.0032,-0.168,0.3096,0.2814
NACA 5315,0.4,0.2,0.4,-0.2,0.2,-0.4,5,3,15,0.4253,0.0109,0.0035,-0.0513,0.3448,0.1386
NACA 6415,0.4,0.2,0.4,-0.2,0.2,-0.2,6,4,15,0.4849,0.0103,0.003,-0.0776,0.3423,0.1423
NACA 6415,0.4,0.2,0.4,-0.2,0.2,0.0,6,4,15,0.6854,0.0102,0.003,-0.1338,0.3243,0.1561
NACA 7514,0.4,0.2,0.4,-0.2,0.2,0.2,7,5,14,0.8949,0.0105,0.0034,-0.1896,0.306,0.1687
NACA 01029,0.4,0.4,0.0,-0.4,-0.4,-0.4,0,10,29,-0.3016,0.0096,0.0038,0.0922,0.3996,0.5217
NACA 01029,0.4,0.4,0.0,-0.4,-0.4,-0.2,0,10,29,-0.1819,0.0098,0.0037,0.0514,0.396,0.4373
NACA 0028,0.4,0.4,0.0,-0.4,-0.4,0.0,0,0,28,0.0,0.0097,0.0037,-0.0,0.3917,0.3917
NACA 1728,0.4,0.4,0.0,-0.4,-0.4,0.2,1,7,28,0.1894,0.0098,0.0039,-0.0507,0.385,0.3618
NACA 1326,0.4,0.4,0.0,-0.4,-0.2,-0.4,1,3,26,-0.1469,0.0104,0.0038,0.0631,0.3967,0.3282
NACA 1326,0.4,0.4,0.0,-0.4,-0.2,-0.2,1,3,26,-0.0347,0.01,0.0035,0.0242,0.3953,0.3024
NACA 2425,0.4,0.4,0.0,-0.4,-0.2,0.0,2,4,25,0.1483,0.0098,0.0034,-0.0271,0.3897,0.2898
NACA 3525,0.4,0.4,0.0,-0.4,-0.2,0.2,3,5,25,0.3387,0.0098,0.0037,-0.0773,0.3845,0.2789
NACA 3324,0.4,0.4,0.0,-0.4,0.0,-0.4,3,3,24,-0.0251,0.0109,0.0038,0.0401,0.3953,0.1961
NACA 3423,0.4,0.4,0.0,-0.4,0.0,-0.2,3,4,23,0.098,0.0102,0.0035,-0.0004,0.394,0.1979
NACA 4423,0.4,0.4,0.0,-0.4,0.0,0.0,4,4,23,0.2814,0.0099,0.0034,-0.0513,0.3887,0.201
NACA 4523,0.4,0.4,0.0,-0.4,0.0,0.2,4,5,23,0.4704,0.0099,0.0037,-0.101,0.3825,0.2036
NACA 4421,0.4,0.4,0.0,-0.4,0.2,-0.4,4,4,21,0.0855,0.011,0.004,0.019,0.396,0.144
NACA 5421,0.4,0.4,0.0,-0.4,0.2,-0.2,5,4,21,0.2177,0.0104,0.0037,-0.0228,0.3924,0.1467
NACA 5421,0.4,0.4,0.0,-0.4,0.2,0.0,5,4,21,0.4001,0.0102,0.0037,-0.0729,0.3854,0.1508
NACA 6521,0.4,0.4,0.0,-0.4,0.2,0.2,6,5,21,0.5833,0.0102,0.004,-0.1207,0.3816,0.1544
NACA 2126,0.4,0.4,0.0,-0.2,-0.4,-0.4,2,1,26,-0.2622,0.0084,0.0032,0.1234,0.4046,0.7036
NACA 2125,0.4,0.4,0.0,-0.2,-0.4,-0.2,2,1,25,-0.087,0.0085,0.0029,0.0703,0.4009,0.6078
NACA 2124,0.4,0.4,0.0,-0.2,-0.4,0.0,2,1,24,0.1153,0.0086,0.0029,0.0135,0.3951,0.5288
NACA 2224,0.4,0.4,0.0,-0.2,-0.4,0.2,2,2,24,0.3195,0.0088,0.0031,-0.0413,0.3894,0.4721
NACA 3222,0.4,0.4,0.0,-0.2,-0.2,-0.4,3,2,22,-0.1547,0.0074,0.0029,0.1035,0.4057,0.842
NACA 3222,0.4,0.4,0.0,-0.2,-0.2,-0.2,3,2,22,0.048,0.0078,0.0026,0.0443,0.3999,0.6512
NACA 4321,0.4,0.4,0.0,-0.2,-0.2,0.0,4,3,21,0.2568,0.0083,0.0026,-0.0132,0.3939,0.4816
NACA 4321,0.4,0.4,0.0,-0.2,-0.2,0.2,4,3,21,0.4604,0.0086,0.0028,-0.0674,0.3873,0.4127
NACA 4319,0.4,0.4,0.0,-0.2,0.0,-0.4,4,3,19,0.0986,0.01,0.0032,0.0521,0.3995,0.2303
NACA 5319,0.4,0.4,0.0,-0.2,0.0,-0.2,5,3,19,0.197,0.0093,0.0027,0.0163,0.3979,0.2356
NACA 5318,0.4,0.4,0.0,-0.2,0.0,0.0,5,3,18,0.3843,0.009,0.0026,-0.0368,0.391,0.2496
NACA 6418,0.4,0.4,0.0,-0.2,0.0,0.2,6,4,18,0.5809,0.0089,0.0028,-0.0891,0.3864,0.2565
NACA 6317,0.4,0.4,0.0,-0.2,0.2,-0.4,6,3,17,0.2168,0.0102,0.0033,0.0286,0.399,0.1208
NACA 6316,0.4,0.4,0.0,-0.2,0.2,-0.2,6,3,16,0.3151,0.0097,0.0029,-0.0067,0.396,0.1267
NACA 7416,0.4,0.4,0.0,-0.2,0.2,0.0,7,4,16,0.4972,0.0093,0.0028,-0.0579,0.3911,0.1387
NACA 7416,0.4,0.4,0.0,-0.2,0.2,0.2,7,4,16,0.6869,0.0093,0.003,-0.1085,0.3853,0.1514
NACA 01030,0.4,0.4,0.2,-0.4,-0.4,-0.4,0,10,30,-0.0831,0.0096,0.0038,0.0329,0.4457,0.5295
NACA 0029,0.4,0.4,0.2,-0.4,-0.4,-0.2,0,0,29,-0.0,0.0098,0.0037,0.0,0.443,0.443
NACA 1729,0.4,0.4,0.2,-0.4,-0.4,0.0,1,7,29,0.182,0.0098,0.0037,-0.0514,0.4374,0.396
NACA 2728,0.4,0.4,0.2,-0.4,-0.4,0.2,2,7,28,0.3743,0.01,0.004,-0.1026,0.43,0.3652
NACA 1327,0.4,0.4,0.2,-0.4,-0.2,-0.4,1,3,27,0.0721,0.0102,0.0037,0.0033,0.443,0.3465
NACA 2426,0.4,0.4,0.2,-0.4,-0.2,-0.2,2,4,26,0.1493,0.0099,0.0035,-0.028,0.4415,0.3126
NACA 3526,0.4,0.4,0.2,-0.4,-0.2,0.0,3,5,26,0.3328,0.0098,0.0034,-0.0795,0.4344,0.298
NACA 4625,0.4,0.4,0.2,-0.4,-0.2,0.2,4,6,25,0.5295,0.0098,0.0037,-0.1312,0.4281,0.2873
NACA 3424,0.4,0.4,0.2,-0.4,0.0,-0.4,3,4,24,0.1808,0.0107,0.0037,-0.0172,0.442,0.2024
NACA 4424,0.4,0.4,0.2,-0.4,0.0,-0.2,4,4,24,0.2844,0.0102,0.0034,-0.0535,0.4397,0.204
NACA 4523,0.4,0.4,0.2,-0.4,0.0,0.0,4,5,23,0.4692,0.0099,0.0034,-0.1047,0.4332,0.2074
NACA 5523,0.4,0.4,0.2,-0.4,0.0,0.2,5,5,23,0.6628,0.01,0.0037,-0.1552,0.4252,0.2081
NACA 5421,0.4,0.4,0.2,-0.4,0.2,-0.4,5,4,21,0.2868,0.0108,0.0038,-0.0377,0.4417,0.1485
NACA 5421,0.4,0.4,0.2,-0.4,0.2,-0.2,5,4,21,0.4059,0.0104,0.0036,-0.0765,0.438,0.1508
NACA 6521,0.4,0.4,0.2,-0.4,0.2,0.0,6,5,21,0.5898,0.0102,0.0037,-0.127,0.43,0.1549
NACA 7521,0.4,0.4,0.2,-0.4,0.2,0.2,7,5,21,0.7796,0.0102,0.004,-0.1762,0.4241,0.1588
NACA 2127,0.4,0.4,0.2,-0.2,-0.4,-0.4,2,1,27,-0.0787,0.0085,0.0032,0.0703,0.4541,0.7034
NACA 2126,0.4,0.4,0.2,-0.2,-0.4,-0.2,2,1,26,0.0888,0.0086,0.003,0.0188,0.4478,0.6102
NACA 2225,0.4,0.4,0.2,-0.2,-0.4,0.0,2,2,25,0.2954,0.0088,0.003,-0.039,0.4404,0.5311
NACA 3624,0.4,0.4,0.2,-0.2,-0.4,0.2,3,6,24,0.506,0.009,0.0031,-0.0953,0.4331,0.4768
NACA 3223,0.4,0.4,0.2,-0.2,-0.2,-0.4,3,2,23,0.0193,0.0076,0.003,0.0523,0.454,0.8422
NACA 4322,0.4,0.4,0.2,-0.2,-0.2,-0.2,4,3,22,0.2242,0.0079,0.0026,-0.0075,0.4475,0.6664
NACA 4322,0.4,0.4,0.2,-0.2,-0.2,0.0,4,3,22,0.4398,0.0084,0.0027,-0.0666,0.4396,0.4941
NACA 4521,0.4,0.4,0.2,-0.2,-0.2,0.2,4,5,21,0.6502,0.0088,0.0029,-0.1224,0.4322,0.4221
NACA 5320,0.4,0.4,0.2,-0.2,0.0,-0.4,5,3,20,0.3179,0.0097,0.0031,-0.01,0.4465,0.2747
NACA 5319,0.4,0.4,0.2,-0.2,0.0,-0.2,5,3,19,0.3831,0.0093,0.0027,-0.0382,0.4438,0.2613
NACA 6419,0.4,0.4,0.2,-0.2,0.0,0.0,6,4,19,0.5714,0.009,0.0026,-0.0914,0.438,0.269
NACA 6418,0.4,0.4,0.2,-0.2,0.0,0.2,6,4,18,0.7738,0.0091,0.0029,-0.1453,0.4291,0.2733
NACA 6317,0.4,0.4,0.2,-0.2,0.2,-0.4,6,3,17,0.4403,0.0101,0.0031,-0.0348,0.4433,0.1333
NACA 7417,0.4,0.4,0.2,-0.2,0.2,-0.2,7,4,17,0.5055,0.0096,0.0028,-0.0623,0.443,0.1375
NACA 7416,0.4,0.4,0.2,-0.2,0.2,0.0,7,4,16,0.687,0.0094,0.0028,-0.1136,0.4353,0.1493
NACA 8416,0.4,0.4,0.2,-0.2,0.2,0.2,8,4,16,0.8824,0.0094,0.003,-0.1655,0.4279,0.1625
NACA 0031,0.4,0.4,0.4,-0.4,-0.4,-0.4,0,0,31,-0.0,0.0099,0.0043,0.0,0.5329,0.533
NACA 1730,0.4,0.4,0.4,-0.4,-0.4,-0.2,1,7,30,0.084,0.0096,0.0038,-0.0331,0.5294,0.4457
NACA 2729,0.4,0.4,0.4,-0.4,-0.4,0.0,2,7,29,0.3031,0.0096,0.0038,-0.0925,0.5216,0.3997
NACA 4729,0.4,0.4,0.4,-0.4,-0.4,0.2,4,7,29,0.5197,0.0099,0.0042,-0.149,0.5131,0.3694
NACA 2427,0.4,0.4,0.4,-0.4,-0.2,-0.4,2,4,27,0.1948,0.0104,0.0041,-0.0383,0.5287,0.3558
NACA 3527,0.4,0.4,0.4,-0.4,-0.2,-0.2,3,5,27,0.2532,0.0098,0.0036,-0.0655,0.5274,0.3171
NACA 4626,0.4,0.4,0.4,-0.4,-0.2,0.0,4,6,26,0.4677,0.0097,0.0036,-0.1237,0.519,0.3019
NACA 5626,0.4,0.4,0.4,-0.4,-0.2,0.2,5,6,26,0.6829,0.0099,0.0039,-0.1796,0.5085,0.2918
NACA 4424,0.4,0.4,0.4,-0.4,0.0,-0.4,4,4,24,0.3022,0.0108,0.004,-0.0587,0.5277,0.2081
NACA 4524,0.4,0.4,0.4,-0.4,0.0,-0.2,4,5,24,0.4056,0.0101,0.0035,-0.0949,0.525,0.2079
NACA 5524,0.4,0.4,0.4,-0.4,0.0,0.0,5,5,24,0.6138,0.0099,0.0036,-0.1512,0.5165,0.2103
NACA 6623,0.4,0.4,0.4,-0.4,0.0,0.2,6,6,23,0.8248,0.01,0.004,-0.2058,0.5068,0.2145
NACA 5422,0.4,0.4,0.4,-0.4,0.2,-0.4,5,4,22,0.4155,0.0108,0.0041,-0.0809,0.5278,0.1511
NACA 6521,0.4,0.4,0.4,-0.4,0.2,-0.2,6,5,21,0.5372,0.0102,0.0037,-0.1203,0.5223,0.1536
NACA 7521,0.4,0.4,0.4,-0.4,0.2,0.0,7,5,21,0.7418,0.0101,0.0038,-0.1754,0.514,0.1586
NACA 8521,0.4,0.4,0.4,-0.4,0.2,0.2,8,5,21,0.9468,0.0102,0.0042,-0.2282,0.5041,0.1629
NACA 2128,0.4,0.4,0.4,-0.2,-0.4,-0.4,2,1,28,-0.0258,0.0086,0.0035,0.0441,0.5434,0.7052
NACA 2227,0.4,0.4,0.4,-0.2,-0.4,-0.2,2,2,27,0.1787,0.0085,0.0031,-0.0159,0.5355,0.6114
NACA 3626,0.4,0.4,0.4,-0.2,-0.4,0.0,3,6,26,0.4243,0.0087,0.0031,-0.0825,0.5275,0.5343
NACA 4725,0.4,0.4,0.4,-0.2,-0.4,0.2,4,7,25,0.6563,0.009,0.0034,-0.1437,0.5182,0.4775
NACA 4324,0.4,0.4,0.4,-0.2,-0.2,-0.4,4,3,24,0.0859,0.0077,0.0033,0.0231,0.5431,0.8462
NACA 4323,0.4,0.4,0.4,-0.2,-0.2,-0.2,4,3,23,0.3312,0.0078,0.0028,-0.0461,0.5347,0.6755
NACA 5622,0.4,0.4,0.4,-0.2,-0.2,0.2,5,6,22,0.8079,0.0089,0.0032,-0.1729,0.5147,0.43
NACA 5321,0.4,0.4,0.4,-0.2,0.0,-0.4,5,3,21,0.47,0.0098,0.0035,-0.0593,0.5328,0.3129
NACA 6420,0.4,0.4,0.4,-0.2,0.0,-0.2,6,4,20,0.5101,0.0092,0.0029,-0.0817,0.5304,0.2784
NACA 7519,0.4,0.4,0.4,-0.2,0.0,0.2,7,5,19,0.9385,0.0091,0.0032,-0.1976,0.5131,0.2866
NACA 7417,0.4,0.4,0.4,-0.2,0.2,-0.4,7,4,17,0.6063,0.0102,0.0035,-0.0875,0.5305,0.1422
NACA 7417,0.4,0.4,0.4,-0.2,0.2,-0.2,7,4,17,0.645,0.0096,0.003,-0.1088,0.5288,0.144
NACA 8417,0.4,0.4,0.4,-0.2,0.2,0.0,8,4,17,0.8424,0.0094,0.003,-0.1638,0.5204,0.1569
NACA 9516,0.4,0.4,0.4,-0.2,0.2,0.2,9,5,16,1.052,0.0094,0.0033,-0.2192,0.5109,0.1719
